snippet,sentiment,cleaned_snippet
"star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . 
",0,star trek nemesis meekly goes nearly every star trek movie gone winceinducing dialogue thriftshop costumes prosthetic makeup silly putty kmart bluelightspecial effects conspire test trekkie loyalty
"like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all . 
",0,like abstract art film make statement easily accessible way unless prewarned would possible reasonably intelligent person sit tidal wave imagery get vision
"i don't mind having my heartstrings pulled , but don't treat me like a fool . 
",0,dont mind heartstrings pulled dont treat like fool
" . . . although this idea is "" new "" the results are tired . 
",0,although idea new results tired
"i'm guessing the director is a magician . after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . 
",0,im guessing director magician took three minutes dialogue 30 seconds plot turned 90minute movie feels five hours long
"an unencouraging threefold expansion on the former mtv series , accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc . 
",0,unencouraging threefold expansion former mtv series accompanying stunthungry dimwits random series collected gags pranks pratfalls dares injuries etc
"the script is a dim-witted pairing of teen-speak and animal gibberish . 
",0,script dimwitted pairing teenspeak animal gibberish
"its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . 
",0,well thorn vinegar simple humanity long plundered similar works featuring insight punch picture conspicuously lacks
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . 
",0,impressive craftsmanship despite overbearing series thirdact crescendos lily chouchou never really builds head emotional steam
"don't be fooled by the impressive cast list - eye see you is pure junk . 
",0,dont fooled impressive cast list eye see pure junk
"not since freddy got fingered has a major release been so painful to sit through . 
",0,since freddy got fingered major release painful sit
"the documentary does little , apart from raising the topic , to further stoke the conversation . 
",0,documentary little apart raising topic stoke conversation
"plays like a volatile and overlong w magazine fashion spread . 
",0,plays like volatile overlong w magazine fashion spread
"a better title , for all concerned , might be swept under the rug . 
",0,better title concerned might swept rug
"this movie seems to have been written using mad-libs . there can be no other explanation . hilariously inept and ridiculous . 
",0,movie seems written using madlibs explanation hilariously inept ridiculous
"vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
",0,veras technical prowess ends selling film short smoothes hard truths even uncovers
"[a] shapeless blob of desperate entertainment . 
",0,shapeless blob desperate entertainment
"feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
",0,feels formulaic familiar produce transgressive thrills early underground work
"generic thriller junk . teens only . 
",0,generic thriller junk teens
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . 
",0,given heavyhanded portentheavy could worst thing soderbergh ever done
"a by-the-numbers patient/doctor pic that covers all the usual ground
",0,bythenumbers patientdoctor pic covers usual ground
"a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . 
",0,dumb movie dumb characters dumb things really dumb see going
"stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . 
",0,stealing harvard aspires comedic grand larceny stands convicted nothing petty theft time
"pretension , in its own way , is a form of bravery . for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . 
",0,pretension way form bravery reason reason power steadfast hoitytoity convictions chelsea walls deserves medal
